content,Date,Time,name,email,number
It is well laid out and things are generally close together avoiding the requirement to walk vast distances to get to/from your gate. There are good amenities available once you're past security if you want to get something to read or something to eat. And the Air Canada lounge at Edmonton is very nice indeed -- definitely the place to be if you have to spend a few hours between flights. The airport is a way out of Edmonton proper and getting there involves a slow drive through downtown if you're from the north side. Also in my most recent trip there it took about forty minutes to get through the security checks. I had allowed what should have been plenty of time before my flight boarded but it ended up being barely enough. I don't know if my experience is the normal situation but if it is the security facilities and staff should be beefed up to handle the amount of traffic.,2021-10-09,14:55:30,Dr. Stefanie Schwital,anna91@eckbauer.de,2777969429
I flew from MME for the first time in almost a year largely because the cost of KLM tickets to a long haul destination have for some reason become more expensive than their equivalents from MAN. This time however there was only about a £60 difference between the MME-AMS-SEA-BUR flight compared to going from MAN and I thought that was worth paying for the convenience and absence of queues that MME offers. On the outward trip at least it was. Apart from the KLM flight I boarded there was almost no traffic at all (I get the impression the loss of charter and holiday flights due to the recession must have hit MME hard) and it remains one of the most stress-free airports I've ever used. There was one irritation. The Iceland volcano business started while I was away as a result of which my return was delayed by four days. While I was away I emailed MME telling them that my car would overstay its paid-in-advance booking in the airport car park asking them not to clamp it or have it towed away and asking if I'd be liable for any extra charge. Don't worry your car is safe and no extra charge came a very quick reply. However when I did return there were no airport staff around anywhere to get my ticket validated and I had to pay an extra £38 in the machine to get out of the car park. I later wrote to the airport enclosing the receipt and asking if they'd consider refunding me. It's now two months later and I've had no reply. Admittedly this is a very minor problem compared to the volcano disruption some people experienced but given that MME must be having real problems retaining routes and passengers (not surprising given how much the cost of KLM flights from the airport have gone up) I didn't find that very impressive,2021-09-27,02:32:44,Mohanlal Dani,knappereinhild@schacht.org,009-106 22 21
Arrived from Dulles on Delta. A reasonable walk under the tunnel to the reclaim area. Bags arrived in good time and a short walk to the car park. I was out of the airport 30 mins after landing. Departure to Baltimore from McNamara Terminal. Checked in using self service machines easy to use. Bag drop quick and efficient many desks open so no queue. Security efficient. Walked to our gate but you could take the fast train a good food court and bar near gates A70.,2021-10-04,11:48:24,John Björklund,gdanielsson@hakansson.org,0832-459 74
I flew into Douala on Swiss and departed on Virgin Nigeria. Both experiences were quite pleasant. I had only hand luggage and was in and out of the airport quite quickly. When departing we waited at the gate which was quite calm and cool. Yes its a bit manic as you walk out of the airport with people and noise everywhere but lots of places are like that. If you know where you are going or have someone to meet you its fine.,2021-09-13,11:55:31,Herr Jan-Peter Förster,sgertz@doehn.de,+46 (0)8 763 408 13
Of all the airports I've been to both domestic and internationally FLL ranks at the bottom of the list. While I had no problems getting in or out processing through security or boarding or de-boarding the plane it is the airport itself which has no personality or amenities for passengers. For someone with a few hours to kill you need more than two massive overly crowded food courts. Here all they offer are two food and drink areas both massively packed. I was relegated to five chicken strips and a domestic beer standing up while eating (no where to sit) for about $15. Most airports have many different areas like several basic food areas more upscale options and several more sports pub/bar areas. Not here it is all thrown into one area with confusing cafeteria style lines and nowhere to sit. I would avoid this airport at all costs. My home airport LAX is a joke but seems like a luxury compared to this place.,2021-09-11,13:35:16,Ernst Lundgren,dubefaiyaz@kohli.net,03710260500
Didn't have a problem here large clean airport with long walking distances but check in and security very smooth. Facilities very good am surprised at other negative comments.,2021-09-11,17:40:08,Burckhard Austermühle,rohtsusann@gehringer.com,6341491331
Used Mactan-Cebu International Airport Sept 2nd 2010 close to 12 midday (incoming) and Sept 22 2010 and again around 12 midday (outgoing). Small yes but I liked that. Very few shops. After check in and passing customs and all that it was no problem of leaving airport building to smoke a ciggy. Plus be aware you have to pay PHP 550 on departure (airport tax?). What struck me most as odd that upon arrival there was no soul in arrivals. I've learned that in case you have no plane ticket you can not enter airport building. So those who will pick you up are outside the airport building waiting for you. On both occasions I did not experience any hassles.,2021-09-26,06:08:19,Ljubica Kabus,swen19@meister.de,+49 (0) 1344 803290
Spent a total of 6 hours in UA's terminal during two separate transit stops. plenty to keep you occupied. shops are varied as are the food outlets. seating is plentiful rest rooms are clean gates are large enough to cope with full flights and departure info readily available throughout. staff are obliging. My airport of choice for transfers.,2021-09-24,17:15:01,Ing. Ricardo Barth,bogdanpatberg@suessebier.org,08-955 77 89
Terminal 3 departure area to fairly quiet. Immigration was very smooth at least a dozen counters open for tourists and I was through in about 10 minutes. The rest of the terminal was in excellent condition and at least half the shops were completed and open for business. Easy to get around from the gates and overall a huge upgrade over the old terminal.,2021-09-22,19:25:10,Gerlind Klemm,karlandersson@swipnet.se,5331755884
Casablanca Airport is a huge surprise. I had expected something less fanciful only to meet a well run and neat airport. Clearing customs in a large bright room lit by natural sunlight is comforting. It is a little darker at baggage claim and the arrival hall is more sombre than the departure. There are some money changers and unfortunately along came the touts as well. The train station is right below the airport and train service is 1 train per hour into the city (30-40 mins). The International Departure Hall on the other hand is modern bright and spiffy and again clearing customs is a breeze. My only grouse - the check-in rows and customs are far apart so a fair bit of walking is involved. The gates are clearly marked and easy to get to and eateries and cafes are fairly easily located.,2021-10-07,03:03:27,Charles Klotz B.Eng.,hagstromtord@jonsson.com,+49 (0) 1056 698657
"The new airport is aesthetically pleasing and impressive. However the airport is yet to be completely finished with shops still in the process of being built with incessant hammering and drilling. Duty free shops expensive and selection is not extensive. Ground airport staff need to be trained to be more professional and take responsibility to answer queries rather than just shrugging and answering in the negative more often than not. The airport boasts wi- fi access but this is only available to pax with Indian mobile connections and not available to those with international ones. On enquiring about this wi-fi issue a senior staff member answered ""Its your problem not mine"" - very customer friendly indeed. Overall a nice airport good for spending an hour or two but frankly I am bored of it already. It is one of South Asia's better airports - but dont compare it to Changi or HKIA Indira Gandhi Intl does not come close to either of the two.",2021-09-10,07:00:44,Adina Ladeck-Rogner,damini20@sandal-bhalla.info,(06575) 961616
Terribly congested airport especially ski resort changeover delays. Always delays as only limited capacity for airliners in landing parking weight restrictions etc. Cant find seats no room to sit on floors litter everywhere toilets overflowing with urine no proper information and facilities unable to cope. A usual Saturday experience according to our Crystal rep. This airport is a health and safety disaster. Travel companies should put pressure on Chambery authorities to expand and improve facilities. Until then use elsewhere - Grenoble Lyons or Geneva or try other countries as it is a horrible experience.,2021-10-07,10:15:53,Faiyaz Rattan,pbeier@hotmail.de,+917165611144
For a very small airport in a poor African country its really not bad. The departure hall is relatively spacious with plenty of seats a decent cafeteria and restaurant and a good selection of souvenir shops and there's even a bc lounge (not sure if its for a certain airline). The arrival area is less nice. It is below the departure area and looks like just a concrete basement area. Neither level is fully enclosed and especially on the arrivals level which opens directly outside (no doors) there will probably be mosquitos etc. inside. There is a foreign curency exchange offering the same rates as those in the city. There isn't really any public transport (unless you count the dalla-dallas (minibuses) on the highway outside which will undoubtedly be impossible to board with any luggage) but as soon as you exit if no one meets you you're likely to have taxi drivers approaching you from all directions (don't pay more than 10000tsh (about $9).,2021-10-08,09:10:14,Madhup Keer,rlarsson@olofsson.org,+49(0)8796 889965
This is clearly my favourite airport in Europe! Cozy and beautiful at the same time. It's got everything you need and is the only airport I would voluntarily get stuck in waiting!,2021-10-01,19:07:51,Rasha Bhavsar,larssonegon@soderstrom.se,2935326216
Like some of the other reviewers here I'm a Canadian that uses BUF as an alternative to Toronto Pearson International. The reason is simple - - for flights within the United States it's vastly cheaper to fly from Buffalo -- On one occasion recently I was able to make a flight out of Buffalo for literally half what it would have cost from Toronto (all taxes included). Two significant reasons why Buffalo is cheaper -- Firstly Pearson charges possibly the highest landing fees in the world and second the United States TSA charges higher security fees for trans-border versus U.S. domestic flights. One review of Buffalo Airport complained about it being hard to fly anywhere direct from Buffalo but I suspect that most airports are like that these days. With one connection you can get to most places from Buffalo. My one issue with the airport is that it was designed in the pre-9/11 era and nearly all the airport facilities (stores restaurants etc.) are in the secure area so there isn't much to do for people waiting for arriving flights.,2021-10-05,09:32:08,Jerzy Wulff,dietrich55@saeuberlich.com,05117451174
Great airport. Ideal if you are connecting to the United States. There are lots of services shops and restaurants. Easy to spend time during a connection. The US and Canadian customs are nice and efficient (much nicer than Calgary's dingy space).,2021-09-11,11:16:10,Gatik Gala,muelichenheide-marie@ladeck.com,+49(0)6675 19933
Flew in and out by Ryanair. Bussed to the terminal on arrival had to walk a long way to an out station shed for departure. Terminal is clean and modern worked very efficiently and has free WIFI. public transport too and from the airport is very efficient and cheap. I was very impressed.,2021-10-10,22:42:56,Madhup Sodhi,ygustafsson@hellstrom.org,0366-56 93 33
Once you are actually in the airport it's lovely. Getting to the airport however is not nearly as pleasant. Flew in and out of Denver in June 2012. On the return from the time we arrived at the rental car return lot it took 45 minutes to get to the gate and the security line was just a couple of minutes. The car rental lots are a long bus ride from the terminal and if you are returning to Terminal West there's now a detour. If you don't need to check in take a bus to Terminal East if you can. Car rental prices at DIA are much higher than in Denver and the taxes are fees are very high - about 25%. If you can pick up your rental car downtown - admittedly not very practical with the transit options to downtown you can save a lot of money. I'm sure the airport works well for connections - but watch out for thunderstorm delays in summer - but for actually visiting Denver it's not very convenient.,2021-10-09,22:18:06,Joseph Kranz-Sauer,mishasaini@sandal-shankar.com,(02814) 291318
After reading all the reviews I was expecting the absolute worse. Landed on a Saturday evening and overall took Due for a 2.45 arrival on a Thursday landing delayed as we had to sit in a holding pattern for over 30 mins. 1.5hr wait to get through immigration word is that you can't purchase the VIP pass anymore to get through quicker but you can go up to someone and pay then and there if they are in a good mood. I was already 4 lines into my wait when I found this out so didn't want to risk it. Flying business or having premium FF gets you nothing on arrival at this airport every foreigner queues together. On top of all of that took an hour to get to Seminyak. Departure was a completely different story. 20 min drive from same Seminyak location at 6pm on a Monday. Waited 5 mins at priority check in (here I was provided an entry card to the temporary lounge) around the same to pay the departure tax (yes it's annoying but most if not all other imports have this it's just built into the taxes when you book your flights!) then maybe 15 mins at immigration? In there there's also 2 security check points that had less than a 3 min wait. Decent sized duty free but pricey from what I saw (alcohol in Australian airports is cheaper). The temp lounge was packed could probably fit 100 or so people seated. Food selection consisted of sandwiches vegetables soups fried rice salads and some fruit. Refreshments include sodas water beer and wine as well as hot drinks. Severe lack of power points which seems to be a growing trend these days. I walked past 3 food outlets to get to the lounge but can't comment on the quality or selection. If is written this review based purely on arrival you'd see 1 star but I'll bump it up a bit because of my departure experience.,2021-09-30,23:22:26,Shlok Kale,ytaneja@yahoo.com,06480 62133
I've read some of the critical reviews on this site and while Brussels airport is not the best airport I know I believe things have got better lately. The frequency of trains to and from the airport has increased some trains are still the old shuttle trains from Brussels but others are the very reasonable longer distance trains running through Belgium. The roadworks close to the airport are over. But more roadworks could be planned. The departure hall can be crowded but some low cost flights are now handled in a separate extension of the departure hall making room in the rest of the airport. The Schengen gates used to be accessible via a long underground tunnel with lots of escalators. These have gone now: there is a new 'connector' building that is much more pleasant to go to the A gates. The new shops toilets restaurants in the A gates area look nice some restaurants still close relatively early. The non-Schengen gates are less bright but the new connector building now also improves the transfer from A to C gates and vice-versa. On my last visit to the airport my luggage was on the luggage retrieval belt before I got there so zero wait. The arrival hall is still the low-ceiling area it used to be quite unwelcoming.,2021-09-21,20:09:23,Ante Austermühle,mikael30@gmail.com,+49(0)3897477446
Used T5 at O'Hare twice last week coming from and leaving to LHR. The terminal is perfect to perform a terminal's main goal - getting people quickly and efficiently off and on an airplane onto or off a cab/bus/. It took less than 10 minutes to leave the plane pick up my luggage pass immigration (being a non-US citizen) and into a cab. When leaving check-in desks are plenty and gates are only (on average) a 2 minutes walk from security gates (which are next to the check-in desks). Be aware that T5 has no eateries and only very basic duty free. Almost nothing in fact. But as said before T5 is meant to be an arrivals/departure building which works very well and not a shopping mall.,2021-09-18,15:10:36,Anne-Marie Svensson,akarlsson@andersson.org,09070836991
I passed through Terminal 3 when flying from Istanbul to Luxor and was pleasantly surprised. On arrival the visa windows were well signposted and immigration quite efficient. I made my way to the Domestic floor without being hassled by anyone indeed there only seemed to be about a dozen people in the whole Terminal. Quiet clean plenty of places to sit or get coffee water and something to eat. On return from Luxor I just followed the signs for connecting flights and went quickly through security only to find my Egyptair flight to Istanbul was delayed by 55 minutes. But there were shops to look at and decent looking food outlets too.,2021-09-16,03:08:51,Dina Haering,sundqvistniklas@googlemail.com,+912957241207
Passed through BUD Terminal 2B 12 times in the last half year. Check-in usually takes a bit of time and can be extremely crowded so it is good to be there 90 minutes before your flight - except if you have already checked in online. Check-in staff not especially nice or helpful. There is only 4 check-in machine for Malev flights however this is their main hub and those machines are usually out of order or frozen for several minutes. Passing security takes time and they can also be rude. The airside is crowded with good facilities but only a few place to sit - let's hope that this will change with the current enlargement of the terminals. After boarding at peak times we often had to wait 5-10 minutes for the personnel of the airport to push back the plane from the standing position: there is not much capacity reserve for this at BUD. When arriving getting your luggage can take 5 minutes as well as 25 you should just cross your fingers and wait. I miss a central screen in the baggage reclaim area which would show which flight is delivered on which belt.,2021-09-16,01:38:14,Robin Eriksson,fhertrampf@hotmail.de,07177268300
Usual chaotic scenario during peak times with travel reps running here and there to assist . Some car hire depots require a short mini-bus ride but not a problem. Best tip is to save your leftover euros for the next trip and don't use them in the hideously expensive catering facilities. Overall cleanliness is good.,2021-10-03,02:15:49,Vivaan Shan,himmat09@yahoo.com,04350 141153
Dundee Airport is very small but has a modern terminal building. Facilities are not suprisingly rather limited but the check-in is very quick and easy. Free parking is available. The only route is the Scot Airways service to London City Airport which operates several times daily. The only negative aspect is the lack of public transport links but a taxi ride to the city centre takes only five minutes. The main Aberdeen-Glasgow railway passes the airport - the lack of a station is annoying. Compared to the long queues and delays at larger airports the tiny Dundee Airport is a delight to use and a useful alternative to Edinburgh or Aberdeen airports. The view of the city and the River Tay on takeoff/landing is stunning.,2021-09-30,10:26:35,Staffan Lindholm,jensoberg@nordin.se,023-84 97 13
When you read some review sites and find negative comments you assume it is due to the reviewer having had bad luck and that it is possibly not that bad. However the reviews here are almost the opposite - most reviews are correct and in fact some almost optimistic. I have been to Dubai airport twice in the last six months and on both occasions Emirates parks 15 minutes away from the terminal and they pack you into a bus and drive you to the terminal. Signage isn't too bad - but why all the security checks? Anyway as described you keep going up and down escalators and finally enter a terribly overcrowded terminal concourse which even at 2am is absolutely packed with passengers. Very difficult to find a seat. There was a queue to use the toilets - but they are clean. How could Emirates expand their flights so much without thinking of airport facilities? It was therefore quite a relief to arrive in Changi Airport Singapore as the next stop. It is such a shame you can't avoid this airport if flying Emirates as Emirates is actually a very good airline.,2021-09-26,19:05:13,Erik Malm,qjessel@kuhl.com,09861299019
I have travelled out of the new and improved Durban International Airport and I am pleased to say that is a really nice airport. The whole atmosphere of the airport gives you an Aquarium feel. Got a good range of shops both before and after security so generally a good experience overall.,2021-09-17,19:34:27,Madeleine Lundgren,dsarkar@som.com,+49(0) 412955935
"An entirely unpleasant experience all round arriving from London City. Our taxi time on landing took a very long time, which was then compounded by boarding a bus and make a long and crammed journey to the terminal. Had hoped to make up for lost time by grabbing a taxi, but the queue meant the bus was a better option. On departure, whilst the security was not exactly top class prior to the changes made over the past year, it has now become comfortably the worst I've experienced in the past ten years. Only two lanes were open despite a long queue. Those lanes which were open were a complete shambles - the system simply doesn't seem to work. To make a bad situation worse, as others have commented, the staff are extremely abrupt (possibly they are frustrated with the shortcomings of the system they work with, but who really cares?) to the point of being rude. They leave a sour taste and leave an awful final impression of the city/country. I had intended to make a purchase and perhaps buy a sandwich, but the time spent going through security put paid to that. The train or flying into Glasgow certainly seem more attractive options in the future.",2021-10-03,08:47:52,Mats Ljungberg,gardezeeshan@madan.net,05192264116
It is the only airport regionally that people have to use. It is awful: understaffed clerks are rude flights often late or missed because of understaffing and can't make lines. It is customary to have people or entire groups of people get moved up in line in order for them to make their flights. Just plan on having things go wrong if flying through Burlington.,2021-10-08,21:07:37,Ivana Kumer,mona67@arvidsson.org,08-984 879 05
Copenhagen Airport has turned into a shopping centre and has become very poor. So if you want a smooth check-in security control pass immigrations luggage handling by arrival fair prices for parking etc. then avoid Copenhagen Airport! If you live in Denmark or Sweden then don't pay the horrible fees for parking. Public transport to Copenhagen or Malmo/Sweden by rail is fast cheap and comfortable. Check-in be prepared for long lines and crowding - especially if you are travelling economy. Security control long lines and crowding. The security control is absolutely not efficient compared with other airports. E.g. why haven't they established a conveyor belt or tables along the lines so you are able to prepare your jacket belt mobile laptop etc. for scanning while waiting? After the security control don't expect to find information and which gate the flight leaves from. Instead be prepared to disappear in a crowded shopping centre. This is very stressing and you have a very high risk for missing your flight because you can't estimate walking time. And be aware - the prices in the airport is not competitive with shops in Copenhagen. There is not very much public space in the airport (because of all the shops) so be prepared for a long and crowded walking distance to the gate. When arriving to Copenhagen Airport be prepared to wait at least 30 minutes for the luggage handling. Also be prepared for long lines in immigrations.,2021-09-12,06:38:00,Dorothee Niemeier B.Sc.,maria27@yahoo.de,(02765) 45256
This must be one of the worst airports. I travel regularly it is inevitable I stop at Dubai for transit - or when the wait is over 8 hours go out to one of their hotels. You walk a lot when arriving because signs/indications are not clear the info desk staff are useless unfriendly and at times plain arrogant. The space where you walk is narrow and the place simply overcrowded. Security staff are impolite and unfriendly. The queues are too long and procedures redundant.,2021-10-06,21:21:37,Magdalena Abrahamsson,ycarlsson@gmail.com,02942795287
Landed at CUN airport from a flight coming from Montreal. There was at least 30 minutes of waiting to pass passport control probably because there were many flights landing at the same time mostly coming from the USA but my bags were already out. Check-in and to clear security went smoothly. The terminal was not very big but it's pretty busy. Overall Cancun airport is not too bad and it has a couple of shops and restaurants.,2021-09-17,09:59:39,Johanna Öberg,pjohansson@swipnet.se,08-934 86 65
Brussels to Zurich - The first impression was a disorderly airport and long queues. Not a very appealing interior ill-planned layout of the airport makes you go up and down several times. Not many things to look for while waiting for the flight. This airport is clearly not at par with other European standard airports.,2021-09-29,04:50:45,Alessandro Ring-Stiebitz,ingrid55@gmail.com,05461786773
The airport resulbles a shack. A very bad cafe and unfriendly staff across the whole airport. I will never use this airport again. It is a nightmare even trying to get to this excuse of an airport. My advice to anybody thinking of using this airport use Brussels National insteade.,2021-09-30,03:27:05,Saksham Dyal,vpettersson@googlemail.com,(07724) 504490
Flew into DXB International (T1 with BA) 27 November. No complaints - expected a bit of a wait through Immigration and not too bothered by it as in the end not that long. Luggage also not unduly delayed. Flew out of T1 on BA108 Sunday 8 Dec - was actually pleasantly surprised at how quiet it was. OK - the ground floor is now a retail shopping area but there were plenty of seats upstairs. My wife is a very occasional smoker and even the smoking lounge was relatively nice. Quick and easy bag drop security not unduly long winded so all in all a pleasant experience. Much more so than 4 years ago on our last visit. Maybe when the Al Makhtoum International comes fully on stream things will be even better.,2021-09-17,19:31:22,Aradhya Shah,uthkarshdin@gmail.com,08-523 212 16
I flew to Delhi and then an internal transfer to Amritsar. Rude staff long delays at security and very rude security staff zero customer service. No point having wonderful facilities if the whole process takes so long that you have no time to sit down at the airport! Very stressful. Same story on the way back.,2021-09-19,15:38:18,Susanne Andersson,gandersson@telia.com,8285786558
"I've been flying out of here for 14 years. Anyone saying this airport is hard to navigate is sorely mistaken. How hard is it to follow signs and move between 1 terminal and 3 linear concourses? Even gates on one side odd on the other. There is a healthy amount of people but not too many. Look at website to find restaurants. Security can sometimes be a hassle but look at the website and follow the signs to the less crowded checkpoint. Tip: there is a checkpoint at the end of the bridge to Concourse A. If you don't mind a little walk it is often much faster. To the person who took a wheelchair to gate ""E15"": while I have complete sympathy for your plight with the attendant I must point out that there is in fact no gate E15 at DEN. There has in fact never been a single E gate. US Airways does use gates B15/17 in the Star Alliance B concourse and they are quite far from the train stop. However other gates are farther and the moving walkways significantly reduce this travel for most.",2021-09-26,15:06:14,Saanvi Rastogi,fspiess@johann.com,4676429041
For a brand new airport terminal I was staggered to find out there are absolutely no drinking water fountains and the water in the toilets is not potable. So when you empty your water bottles at the security check point there is no way to refill your bottles before boarding your flight. This is a very handy scam for the shop owners who make a lot of money by selling bottled water. Why they built a new airport terminal without one drinking water fountain beggars belief. Unfortunately like all airports they are monopoly businesses set up to extract as much money as possible from people that must be rich enough to travel therefore no sympathy for them.,2021-09-16,15:03:54,Shalv Mander,mangalsaksham@balay.com,03644879290
"Needed to change airlines and reclaim and recheck luggage here en route to Nampula Mozambique. It was not at all clear which to do first. Consequently we got on the flight to Nampula on LAM but our luggage did not. Other passengers told us that this happens ""most of the time"" on this flight. The problems with baggage appear to originate in the Dar es Salaam terminal. Had it not been for some friendly and helpful staff we might not have gotten through at all.",2021-09-18,23:42:10,Jadwiga Klingelhöfer,bolnbachalexander@gmx.de,+911353617148
An intra-Schengen transit was painless. The facilities were good and I found plentiful seating with good views though I did have to walk a little way from the gate I arrived at and departed from (which were adjacent). I had a snack that was expensive - more so as I did not have any Krone. Generally though a good experience for me.,2021-09-27,18:58:31,Margareta Blomqvist,stavrosloeffler@wohlgemut.org,+49(0) 058005397
My fourth transit through Dubai with Emirates and it may well be my last - masses of people trying to get through security and only 2 stations operating. Emirates hands business class passengers a fast track card but the airport doesn't operate such a facility. No one around to enforce the lines for the stations people pushing from all directions resulting in chaos. Will try Qatar/Doha next time and otherwise resort to Changi again.,2021-09-24,19:54:48,Sergio Hauffer,schuchhardtpetar@pergande.com,+46 (0)8 791 489 19
O'Hare is enormous and always busy but in spite of that it is well organized. The signage is clear and easy to understand. The security line which may look daunting at first moves quickly. Once through any domestic security checkpoint you can access all domestic terminals (1-3). There is a wide variety of places to eat and drink or grab something quick at a broad range of prices. While not a shopping mall like many newer airports there are plenty of places to shop and browse. The Blue line train is an inexpensive and reliable way to get to or from downtown Chicago or its neighborhoods. I use O'Hare regularly and find it as tolerable as any airport - none of which I would describe as pleasant places to spend time. The main complaint I hear is from non-US citizens arriving at the International Terminal (Terminal 5) waiting in very long lines. I have experienced long lines when arriving as a non-citizen at airports around the world so this does not appear to be a problem unique to O'Hare.,2021-09-19,23:46:50,Rabea Boucsein,dhillonritvik@hotmail.com,06782438234
Arrival okay just slow. Departure horrible. Queues long and they must try to employ the rudest staff they can find. Cash only for departure tax and yet no one thought to provide an ATM. Once through had lunch at the closest sit down cafe only to be served an awful club sandwich. No decent food places and nowhere else to sit. Bags opened by security many times and queues for everything. Worst international Airport available. If the staff were at all friendly it would at least make the lack of facilities bearable. Indonesia should be ashamed of this effort on such a beautiful place.,2021-10-08,17:16:50,Marianne Lundgren,hanslarsson@live.se,+49(0)2994 441058
Christchurch is a nice little airport where you can sit and watch the planes while having something to eat. There is also a viewing deck which is unusual in these days of heightened security. I noticed a useful little play area which seemed to be keeping a lot of children happy. The airport was clean and the staff very polite and friendly.,2021-09-25,12:34:07,Anna Andersson,kaurnirvi@yahoo.com,00205038493
"My experience was pleasant flying from ORD's newly remodelled Terminal 5. No hassles through TSA on the way out and no headaches coming back in. The new shops are lovely but pricey and it was fun passing time in the duty free shop. We did not encounter any rude or indifferent employees. What I liked best about my return through ORD is the passport control process. While the traditional process is still available for US Passports they also offer (at no cost) kiosks that get you through the process much quicker. The kiosks are in the room after TSA's ""Trusted a Traveler"" portals; I made the mistake of trying one of those out first. Baggage and customs were a breeze too. So ORD is now my first choice if I'm flying international.",2021-09-28,14:24:56,Herr Maurice Drub,nayantara14@bhatia-chopra.net,+46 (0)709 948 18
"Cologne airport is one of my favourites whether it's the shiny ultra- modern new terminal or the 1960s ""old"" one which has a cool retro appeal of its own. If you're into architecture you'll enjoy it here. Staff are mostly friendly and chatty the atmosphere is calm and spacious and a good tip is it's got one of the cheapest duty free shops I have found in Europe (whiskey bargains to be had!) what's more at the ""old"" terminal you can walk into the little duty free and buy on LANDING which means if you're coming from the UK and wanting to bring your German friends an alcoholic gift it's by far the best place to pick it up and there never seems to be a queue. Only downside I can think of is that you need to be ready to walk long distances through its large spaces especially if you land at the old terminal and then want to get the bus into Cologne. However the S-Bahn link to the main station has recently been completed it's cheap and quick and at the end of the line lies one of Germany's best and friendliest cities.",2021-09-29,10:28:26,Ingrid Linder,clarsson@yahoo.de,+49 (0) 6579 782296
Arrival - immigration reasonably efficient with average queuing time (10 - 15 minutes for an Airbus 330 load). Baggage return slow - about 30 minutes. Taxi area outside the terminal is chaotic,2021-10-06,11:29:44,Stefan Svensson,margareta81@henck.com,+46 (0)8 931 948 23
Arrived from Dublin to Dubai airport near midnight on business class. The signs were all over the place send you to turn left then turn right all it needed to say was keep going straight. The airport is very badly air conditioned with temperatures near 28 deg c. A nice 24 deg c would be suffice if you are trying to save energy. When we got to customs there was a huge line even though we had business class tickets. We ended waiting 40 minute in line to clear customs. The only bonus is that at least our bags were ready at the carousel as it took so long. Business class all had chauffeurs to drive you to your hotel. Had to wait another 15 min for this. All in all in took 1 hr 30min to leave the airport to the time we touch down. It's not really world class is it?,2021-09-11,14:54:00,Ivan Kota,akaur@yahoo.com,+49(0)1975 79095
We recently used this airport for the first time in 25 years (moved back to Cardiff). Parking was close enough to the terminal to walk and was incredibly cheap. Check-in was no different from any other airport I have ever used and security is no worse either (always a trial anywhere). Prices at the bar and cafe were shocking (more expensive than Heathrow) but you don't have to buy. On our return we were off the plane and in the car within 20 minutes and that was after collecting bags which is pretty good in my experience. Other reviews moan about charges for Pick-up and Drop-off but most UK airports now do this and there is a free area if you wish to use it. It's a shame that there are not more flights but this might cause its own problems with congestion. I desperately want to use my local airport so I hope the management does something to attract more airlines to Cardiff. Cardiff Airport has the potential to be a first class regional hub.,2021-09-12,02:10:34,Miraya Brar,renatemisicher@ullmann.de,0005530775
I have travelled through Edinburgh Airport frequently for the last 10 years and have had no cause for complaint. On three previous (quiet) occasions I have used the new security area without any problem. Departing at 13.10 on Friday 6th of February introduced me to the chaos highlighted in these posts. It is beyond belief that airport management can get so many things so badly wrong all at once. I will be flying from Glasgow in the future.,2021-10-10,11:59:15,Mannat Manda,jiyabajwa@goyal-dani.com,0951-609 87
Avoid if you can. We just returned from there 2 days ago. Unfriendly rude staff. Chaos everywhere. A huge queue to pass security and passport control. Once you finally pass it you find crowds of people from about 15 different flights all cramped in a small waiting room and there are only 5 departure gates. My boyfriend and myself wanted to sit next to each other in the waiting area as our flight was in 2 hours. We couldn't find 2 seats next to each other. Children were crying. People pushing each other as there is enough space to even walk around. Only one coffee shop to buy something to drink. Forget if you are hungry. One type of a small sandwich (5 euros!) and it wasn't fresh. Over priced shops.,2021-10-02,15:43:15,Dipl.-Ing. Dunja Rosenow B.Sc.,stiebitzottmar@hotmail.de,+49(0)8170 09320
Pity the first time visitor to Turkey - this is their last memory of a beautiful country! The airport practice of being a complete rip off remains. 8TL (£3+) for a can of pop bearing in mind that they practice a liquid restriction (though we saw evidence to belie this) what kind of profit is this airport now making? Check-in staff were friendly but just not quick enough. The airport was unbearably hot. Entrance scanner staff must have felt that they needed something to do as I was asked to unpack a camcorder and produce passports. Duty Free prices are all in Euros so you can bet your life that you are being fleeced due to a dynamic currency conversion. Having paid more than double UK service station prices for food before we avoided the food court. Smoking restrictions are in place but we couldnt face the journey through the scanners a 2nd time round. A modern building with the capability of being outstanding - what a shame it isn't put to use!,2021-09-29,23:34:54,Eshani Sibal,ljonsson@yahoo.de,(08266) 985785
Poor service dirty windows floors horrible toilets. That airport is the worst in that part of the world. And one of the most expensive. Sadly it's impossible to avoid this place. Not the best gateway to beautiful Bali. We waited 3 hours in the Q for a passport control after arrived. They should try put customers on the first place.,2021-09-15,20:16:06,Erol Ehlert,wgumprich@yahoo.de,09476606022
New airport looks similar to the old one just a bit bigger. Arrival was fine (after some past horrendous experiences we always opt for the express service). The real horror story was departure. Massive queues total chaos. I was timing how long it took them to check in each passenger and no joke the average time was 20 minutes! For each passenger! Flight departed 3 hours late. Flight crew were apologetic saying they were ready to go on time but the incompetents at check in couldn't do their job. Disgrace. Funny thing is departure was ok at the old terminal.,2021-09-17,23:34:49,Biju Singhal,maria17@svensson.com,02362765990
